iter	RMSE
651	4.7180677
652	4.706628744
653	4.693521831
654	4.683465673
655	4.674080979
656	4.661419919
657	4.651963924
658	4.640852849
659	4.631167918
660	4.624550233
661	4.616830387
662	4.608122481
663	4.596298812
664	4.587457887
665	4.581412532
666	4.572189784
667	4.566703123
668	4.5561038
669	4.547870763
670	4.536309943
671	4.5245559
672	4.515609952
673	4.505672941
674	4.495616133
675	4.485116116
676	4.4778111
677	4.467272885
678	4.462401781
679	4.450671023
680	4.440056444
681	4.430925943
682	4.422801682
683	4.41443939
684	4.404865219
685	4.393242756
686	4.384710507
687	4.377467341
688	4.367117276
689	4.35753089
690	4.349962697
691	4.338764318
692	4.331466151
693	4.321346147
694	4.313788414
695	4.303649149
696	4.291730604
697	4.281748376
698	4.27038139
699	4.25781838
700	4.249141654
701	4.240293146
702	4.232699248
703	4.221417748
704	4.213379039
705	4.204707754
706	4.196591059
707	4.184353106
708	4.174823938
709	4.163285022
710	4.155568089
711	4.146029194
712	4.136744666
713	4.12797915
714	4.11793652
715	4.109469626
716	4.100699734
717	4.089487523
718	4.081195752
719	4.073870451
720	4.065153132
721	4.056548701
722	4.047897716
723	4.038766629
724	4.029339721
725	4.018994746
726	4.010904694
727	4.002318203
728	3.993094651
729	3.986124467
730	3.979454347
731	3.970103678
732	3.959911418
733	3.952839108
734	3.944908469
735	3.934598114
736	3.925642731
737	3.919337234
738	3.910699889
739	3.903688562
740	3.894844704
741	3.883877019
742	3.875125076
743	3.865883609
744	3.855880255
745	3.847627611
746	3.838936018
747	3.829661676
748	3.821051576
749	3.809874945
750	3.800871839
751	3.793856757
752	3.785779666
753	3.777689715
754	3.767360747
755	3.757866817
756	3.74838591
757	3.740003742
758	3.732002165
759	3.724095937
760	3.715379914
761	3.707588312
762	3.700375845
763	3.693457048
764	3.686176927
765	3.678494867
766	3.669586357
767	3.662049688
768	3.654859843
769	3.644591132
770	3.639008958
771	3.630246077
772	3.621335057
773	3.613890477
774	3.605970305
775	3.599030919
776	3.591817942
777	3.582618089
778	3.573694896
779	3.565390238
780	3.55509863
781	3.546877027
782	3.53815768
783	3.531165457
784	3.523067735
785	3.513382724
786	3.505990158
787	3.50047519
788	3.493922443
789	3.488117747
790	3.480923979
791	3.471124584
792	3.462724787
793	3.456771526
794	3.44931958
795	3.442722112
796	3.43785201
797	3.431265488
798	3.424489713
799	3.417337759
800	3.410781049
801	3.402464317
802	3.392818314
803	3.387242496
804	3.380248258
805	3.369108978
806	3.361780385
807	3.353260575
808	3.34622437
809	3.337311596
810	3.331866611
811	3.322373013
812	3.313256728
813	3.304056285
814	3.298397822
815	3.289729926
816	3.282728622
817	3.27624814
818	3.269179532
819	3.26250174
820	3.25382717
821	3.247704157
822	3.241242538
823	3.234892999
824	3.228552099
825	3.221882407
826	3.21480448
827	3.207636366
828	3.201212727
829	3.194289011
830	3.186582213
831	3.17804749
832	3.172776999
833	3.166432646
834	3.159909109
835	3.153357396
836	3.147488087
837	3.142262396
838	3.135488955
839	3.129165749
840	3.123600003
841	3.117153153
842	3.109312779
843	3.10307879
844	3.096394985
845	3.09042875
846	3.083494984
847	3.077270111
848	3.071223993
849	3.062688467
850	3.055523572
851	3.048386204
852	3.040245261
853	3.034519154
854	3.027217771
855	3.020181807
856	3.014258566
857	3.008653921
858	3.003090041
859	2.998860969
860	2.993219597
861	2.987170344
862	2.980477911
863	2.973749539
864	2.967111953
865	2.960321395
866	2.953013954
867	2.947590599
868	2.941606911
869	2.93506203
870	2.928981946
871	2.921667816
872	2.914947372
873	2.910235529
874	2.904991289
875	2.899202509
876	2.891923966
877	2.887210452
878	2.879570287
879	2.874233756
880	2.868784287
881	2.862857346
882	2.856663646
883	2.850365624
884	2.845198665
885	2.840137145
886	2.833772469
887	2.828564085
888	2.823081159
889	2.816819071
890	2.809144238
891	2.803550722
892	2.798051569
893	2.791627465
894	2.785984761
895	2.779844474
896	2.77286045
897	2.767708013
898	2.761614676
899	2.756032078
900	2.751965262
901	2.746550458
902	2.739087841
903	2.734395076
904	2.729126653
905	2.72386717
906	2.717885259
907	2.71134195
908	2.707070683
909	2.702097033
910	2.697038902
911	2.692335058
912	2.687648715
913	2.683730796
914	2.678424865
915	2.672675214
916	2.667973881
917	2.662401593
918	2.656773014
919	2.651773846
920	2.644943537
921	2.639021163
922	2.634261387
923	2.62977666
924	2.625386038
925	2.619256112
926	2.613416078
927	2.608193672
928	2.603610286
929	2.598803176
930	2.594286437
931	2.588339318
932	2.583706472
933	2.57909197
934	2.574814519
935	2.570613058
936	2.56541551
937	2.559691896
938	2.553278479
939	2.548993353
940	2.544388025
941	2.540052289
942	2.534892375
943	2.530303733
944	2.525055213
945	2.519982086
946	2.51460057
947	2.509561098
948	2.503680534
949	2.499180299
950	2.494111808
951	2.487936515
952	2.483296033
953	2.477875823
954	2.473524338
955	2.466631793
956	2.46256231
957	2.458367432
958	2.453540222
959	2.447715269
960	2.442962412
961	2.43745909
962	2.433612756
963	2.429070105
964	2.42434022
965	2.417036883
966	2.411613407
967	2.406819292
968	2.402297593
969	2.397346134
970	2.391110943
971	2.384637313
972	2.379436292
973	2.374174966
974	2.369169094
975	2.364523833
976	2.358981835
977	2.354541419
978	2.34976644
979	2.345794915
980	2.340849219
981	2.336175493
982	2.331314112
983	2.326295941
984	2.321956479
985	2.318044995
986	2.313677246
987	2.307848425
988	2.303160206
989	2.297504895
990	2.292197559
991	2.288139837
992	2.283128709
993	2.278001164
994	2.273832806
995	2.270126155
996	2.264123441
997	2.260614812
998	2.256029075
999	2.252756421
1000	2.248540984
1001	2.244350625
1002	2.237907286
1003	2.233212998
1004	2.228623884
1005	2.223334385
1006	2.219021263
1007	2.213276043
1008	2.209236267
1009	2.206669651
1010	2.202306421
1011	2.198616559
1012	2.194526985
1013	2.190225662
1014	2.185465392
1015	2.180735477
1016	2.176805703
1017	2.171427645
1018	2.167462914
1019	2.162784847
1020	2.158166247
1021	2.153790372
1022	2.149550649
1023	2.145150299
1024	2.140629443
1025	2.135703997
1026	2.131994213
1027	2.127627017
1028	2.122339695
1029	2.118570185
1030	2.115135483
1031	2.112060023
1032	2.108285621
1033	2.102277768
1034	2.097820038
1035	2.094095123
1036	2.089598495
1037	2.085113277
1038	2.080337013
1039	2.07682303
1040	2.071483528
1041	2.067000848
1042	2.062883644
1043	2.058779821
1044	2.054424202
1045	2.049973432
1046	2.046258785
1047	2.042392977
1048	2.039047984
1049	2.035331322
1050	2.031644807
1051	2.027889719
1052	2.023510764
1053	2.01934661
1054	2.015494432
1055	2.01158744
1056	2.007773068
1057	2.00389356
1058	2.000242368
1059	1.996561348
1060	1.99213354
1061	1.988718546
1062	1.985498596
1063	1.980550785
1064	1.976280834
1065	1.972944951
1066	1.968698941
1067	1.964218791
1068	1.96047111
1069	1.955665665
1070	1.951754069
1071	1.948353068
1072	1.943956156
1073	1.939687896
1074	1.935891126
1075	1.932357461
1076	1.928685777
1077	1.92504244
1078	1.920838186
1079	1.916737929
1080	1.912909081
1081	1.910055252
1082	1.906427073
1083	1.903633141
1084	1.899679776
1085	1.896919707
1086	1.893318856
1087	1.88990689
1088	1.88588045
1089	1.881803129
1090	1.877870896
1091	1.873490221
1092	1.870208494
1093	1.866003042
1094	1.862426945
1095	1.859105273
1096	1.855840024
1097	1.852553183
1098	1.8493388
1099	1.845944125
1100	1.842368775
1101	1.838793208
1102	1.835217484
1103	1.831676952
1104	1.827511806
1105	1.823886041
1106	1.819513227
1107	1.815469864
1108	1.811392856
1109	1.807304913
1110	1.804324699
1111	1.800693182
1112	1.797002046
1113	1.7928985
1114	1.789089661
1115	1.785229477
1116	1.781681145
1117	1.778355958
1118	1.774956972
1119	1.771442726
1120	1.768327482
1121	1.764443
1122	1.760505484
1123	1.757138879
1124	1.753354992
1125	1.749643238
1126	1.74645567
1127	1.743027091
1128	1.739716964
1129	1.736874125
1130	1.7331298
1131	1.730535523
1132	1.726963393
1133	1.724111475
1134	1.720068125
1135	1.716492942
1136	1.713465108
1137	1.710114856
1138	1.7070818
1139	1.703747445
1140	1.700387043
1141	1.696394042
1142	1.693387547
1143	1.689822376
1144	1.687178158
1145	1.684207724
1146	1.68070348
1147	1.678190219
1148	1.67568353
1149	1.67320234
1150	1.670193686
1151	1.667327841
1152	1.664145778
1153	1.662584096
1154	1.659347499
1155	1.655290567
1156	1.651883353
1157	1.648975091
1158	1.645972719
1159	1.643272863
1160	1.639491315
1161	1.63712176
1162	1.633600124
1163	1.630367885
1164	1.6270583
1165	1.622898308
1166	1.620271666
1167	1.617307834
1168	1.614211596
1169	1.611007291
1170	1.608554094
1171	1.605324502
1172	1.601283238
1173	1.597588836
1174	1.593781159
1175	1.590653777
1176	1.588286381
1177	1.584764225
1178	1.581754854
1179	1.578974828
1180	1.575521515
1181	1.572364293
1182	1.568548989
1183	1.565926893
1184	1.563090786
1185	1.559737028
1186	1.557066579
1187	1.55428286
1188	1.551181448
1189	1.547406844
1190	1.543616316
1191	1.540675626
1192	1.53783924
1193	1.535752069
1194	1.532484644
1195	1.530111554
1196	1.526389363
1197	1.523463557
1198	1.520459831
1199	1.517223652
1200	1.514888365
1201	1.511795939
1202	1.509576818
1203	1.506973839
1204	1.504060959
1205	1.501023824
1206	1.498073445
1207	1.49525094
1208	1.491198455
1209	1.487864292
1210	1.484457102
1211	1.481418485
1212	1.478573126
1213	1.474791362
1214	1.471834868
1215	1.468507676
1216	1.465907982
1217	1.46283697
1218	1.459951963
1219	1.456999022
1220	1.454205034
1221	1.451157225
1222	1.448697913
1223	1.445985957
1224	1.442908856
1225	1.441155345
1226	1.438359805
1227	1.434797825
1228	1.432332971
1229	1.429479476
1230	1.42697367
1231	1.424521753
1232	1.422031173
1233	1.418316782
1234	1.415802259
1235	1.412870656
1236	1.41050443
1237	1.407799929
1238	1.403898532
1239	1.401820627
1240	1.398622831
1241	1.395617686
1242	1.393546233
1243	1.390312253
1244	1.388305659
1245	1.385851478
1246	1.384049645
1247	1.381523716
1248	1.378741122
1249	1.375847482
1250	1.373439608
1251	1.370002007
1252	1.367272121
1253	1.364304322
1254	1.361531248
1255	1.35897515
1256	1.356367321
1257	1.353497618
1258	1.35149067
1259	1.348956837
1260	1.346670367
1261	1.343779615
1262	1.341349693
1263	1.339011117
1264	1.336666519
1265	1.334077045
1266	1.331048202
1267	1.328498153
1268	1.325400955
1269	1.323506904
1270	1.321552728
1271	1.319068325
1272	1.316233109
1273	1.313814704
1274	1.310606334
1275	1.308158997
1276	1.306766203
1277	1.304075936
1278	1.301675268
1279	1.298946207
1280	1.295919266
1281	1.293727983
1282	1.290902393
1283	1.288791933
1284	1.285808119
1285	1.283341674
1286	1.280081869
1287	1.277026997
1288	1.275063592
1289	1.272121598
1290	1.269475662
1291	1.266190232
1292	1.26362221
1293	1.260769105
1294	1.258176273
1295	1.256341453
1296	1.254090981
1297	1.251343811
1298	1.249150097
1299	1.247271253
1300	1.245139207
1301	1.243012121
1302	1.240578673
1303	1.238910128
1304	1.236662437
1305	1.234969316
1306	1.232037794
1307	1.229418295
1308	1.226545531
1309	1.223967881
1310	1.221920436
1311	1.219541976
1312	1.216994865
1313	1.214879779
1314	1.212612691
1315	1.210514159
1316	1.208806839
1317	1.206510203
1318	1.203844333
1319	1.200850441
1320	1.198979419
1321	1.197083108
1322	1.194902163
1323	1.192980735
1324	1.191051688
1325	1.189322674
1326	1.186393809
1327	1.183413183
1328	1.180821691
1329	1.178900452
1330	1.177657139
1331	1.175312005
1332	1.172899847
1333	1.170625233
1334	1.168703599
1335	1.166647954
1336	1.164570138
1337	1.162592839
1338	1.160744443
1339	1.157866973
1340	1.155100887
1341	1.152852512
1342	1.149677641
1343	1.147320223
1344	1.145664906
1345	1.144580771
1346	1.142859362
1347	1.141132363
1348	1.13915156
1349	1.137081362
1350	1.134597337
1351	1.132836068
1352	1.130855978
1353	1.128884706
1354	1.126289901
1355	1.125129696
1356	1.122982735
1357	1.120710242
1358	1.118900356
1359	1.117154492
1360	1.114736643
1361	1.112820102
1362	1.110856178
1363	1.108465221
1364	1.106412247
1365	1.104338906
1366	1.102508745
1367	1.101061356
1368	1.098745334
1369	1.096775484
1370	1.094914748
1371	1.093479267
1372	1.091671143
1373	1.089983204
1374	1.088584761
1375	1.086597603
1376	1.084836166
1377	1.082532385
1378	1.080807844
1379	1.078910563
1380	1.077189601
1381	1.075108956
1382	1.07330782
1383	1.072163735
1384	1.070765494
1385	1.06856844
1386	1.066656759
1387	1.064721664
1388	1.063183371
1389	1.060815487
1390	1.058962623
1391	1.056918674
1392	1.055167221
1393	1.052840704
1394	1.050860272
1395	1.049235903
1396	1.047758685
1397	1.045572867
1398	1.044317548
1399	1.042051413
1400	1.039610459
1401	1.037879299
1402	1.036106294
1403	1.03430013
1404	1.032846887
1405	1.030879188
1406	1.029073631
1407	1.026595283
1408	1.02426347
1409	1.022144651
1410	1.019807813
1411	1.018388778
1412	1.016386009
1413	1.014679937
1414	1.012774894
1415	1.010477937
1416	1.008676927
1417	1.006391776
1418	1.003117061
1419	1.001293645
1420	0.9995752191
1421	0.9968856711
1422	0.9946815136
1423	0.992693483
1424	0.9913985404
1425	0.989184672
1426	0.9872775346
1427	0.9859521855
1428	0.9846415713
1429	0.9829464324
1430	0.9809733071
1431	0.9792371103
1432	0.9772323275
1433	0.9752232162
1434	0.9735656133
1435	0.9712329589
1436	0.9696757514
1437	0.9679748794
1438	0.9662066804
1439	0.9644072948
1440	0.9623121336
1441	0.9603743988
1442	0.9587022178
1443	0.9573732064
1444	0.9556631875
1445	0.9539176406
1446	0.9521454965
1447	0.9504262522
1448	0.9486993721
1449	0.9470020963
1450	0.9455571516
1451	0.9438515176
1452	0.9418997761
1453	0.9409576745
1454	0.9391700623
1455	0.9380581082
1456	0.9365320568
1457	0.9342974158
1458	0.9319455367
1459	0.9309685208
1460	0.9292505871
1461	0.927530389
1462	0.9259262601
1463	0.9246345064
1464	0.9227339031
1465	0.9212984534
1466	0.9197109733
1467	0.9181684985
1468	0.9160486238
1469	0.9145064
1470	0.9122613037
1471	0.9105663884
1472	0.9089647561
1473	0.9075580313
1474	0.9058702382
1475	0.9047833353
1476	0.903081032
1477	0.9016956555
1478	0.8998197945
1479	0.8982483135
1480	0.8961475199
1481	0.8947371438
1482	0.8929248905
1483	0.8919412348
1484	0.8909007654
1485	0.8890485164
1486	0.8874754432
1487	0.8860802538
1488	0.8843511647
1489	0.8828654807
1490	0.8812621165
1491	0.8789120514
1492	0.8770940747
1493	0.8754318092
1494	0.8737268386
1495	0.872389368
1496	0.8706186032
1497	0.8689582916
1498	0.8674645371
1499	0.8661295491
1500	0.8648633602
1501	0.8635690366
1502	0.8624292988
1503	0.8607779845
1504	0.8594137173
1505	0.8580361178
1506	0.8564997238
1507	0.8550398634
1508	0.8534381638
1509	0.8521444701
1510	0.8511280203
1511	0.8496243804
1512	0.8476568388
1513	0.8463115069
1514	0.8453557364
1515	0.8435179245
1516	0.8416550726
1517	0.8402100151
1518	0.838934723
1519	0.837817336
1520	0.8370144007
1521	0.8356029308
1522	0.8342057147
1523	0.8327514959
1524	0.831280144
1525	0.8299110785
1526	0.8284055296
1527	0.8265406108
1528	0.8252216957
1529	0.8243606201
1530	0.8227696497
1531	0.8217511339
1532	0.8200777966
1533	0.8186881508
1534	0.8171550155
1535	0.815402092
1536	0.813938281
1537	0.8121070332
1538	0.8103491613
1539	0.8089093123
1540	0.8081504129
1541	0.8065579257
1542	0.8045086747
1543	0.8033650717
1544	0.8011716056
1545	0.8003346393
1546	0.7992200819
1547	0.7972335093
1548	0.7955772033
1549	0.7941637821
1550	0.7928028413
1551	0.7917983033
1552	0.7907215402
1553	0.7898580717
1554	0.7883950307
1555	0.7865437216
1556	0.7849791921
1557	0.7840785365
1558	0.7828492896
1559	0.7810219614
1560	0.7802623861
1561	0.7785996896
1562	0.7772101039
1563	0.7755201472
1564	0.7748044624
1565	0.773734536
1566	0.7726886351
1567	0.7716240849
1568	0.7705744107
1569	0.7693084325
1570	0.7678267986
1571	0.7670784622
1572	0.7660004583
1573	0.7651349146
1574	0.7639336318
1575	0.7625448973
1576	0.7611554236
1577	0.7605021836
1578	0.7591457812
1579	0.758009804
1580	0.7566945747
1581	0.7550379071
1582	0.7533495882
1583	0.7517071227
1584	0.7502250732
1585	0.7488470607
1586	0.747253803
1587	0.7454700566
1588	0.7442116023
1589	0.7428089663
1590	0.7413202191
1591	0.7405738382
1592	0.7390129539
1593	0.7373624512
1594	0.7357569262
1595	0.734875686
1596	0.733628297
1597	0.732267395
1598	0.730563668
1599	0.729052285
1600	0.7282365366
1601	0.7275524583
1602	0.7257423336
1603	0.7246479647
1604	0.7238203858
1605	0.7228121835
1606	0.7218119581
1607	0.720946416
1608	0.7197155451
1609	0.7179926567
1610	0.7162815348
1611	0.7154987687
1612	0.714601273
1613	0.713896932
1614	0.7131622634
1615	0.7125183954
